date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:29:16	165650/165650	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/sections.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/sections.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:16	37436/37436	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/about-us.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/about-us.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:17	29685/29685	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/add-product.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/add-product.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:17	36361/36361	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/blog-post.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/blog-post.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:17	29326/29326	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/blog-posts.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/blog-posts.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:17	27192/27192	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/contact-us.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/contact-us.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:18	34480/34480	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/discover.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/discover.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:18	53495/53495	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/ecommerce.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/ecommerce.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:18	33618/33618	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/landing-page.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/landing-page.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:19	24712/24712	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/login-page.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/login-page.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:19	38427/38427	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/product-page.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/product-page.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:19	28585/28585	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/profile-page.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/profile-page.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:19	29464/29464	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/register-page.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/register-page.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:20	28223/28223	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/search-with-sidebar.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/search-with-sidebar.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:20	27774/27774	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/settings.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/settings.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:20	49531/49531	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/twitter-redesign.html	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/examples/twitter-redesign.html	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:21	69532/69532	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-10f9c%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/joe-gardner-2.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/joe-gardner-2.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:21	641857/641857	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-9cb41%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/cover.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/cover.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:21	50741/50741	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-c635%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/erik-lucatero-2.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/erik-lucatero-2.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:22	244274/244274	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e31-3ba32%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/uriel-soberanes.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/uriel-soberanes.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:22	66947/66947	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-10583%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/kaci-baum-2.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/kaci-baum-2.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:22	326999/326999	---M--	200	added ('OK')	image/png	etag:%225ee76e31-4fd57%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/tables/agenda.png	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/tables/agenda.png	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:22	9739/9739	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e31-260b%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/tables/stylus.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/tables/stylus.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:23	333457/333457	---M--	200	added ('OK')	image/png	etag:%225ee76e31-51691%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/tables/evernote.png	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/tables/evernote.png	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:23	81044/81044	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-13c94%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/clem-onojeghuo-2.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/clem-onojeghuo-2.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:23	77236/77236	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-12db4%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/ayo-ogunseinde-2.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/ayo-ogunseinde-2.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:23	63846/63846	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-f966%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/outfit-gucci.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/outfit-gucci.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:24	84842/84842	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-14b6a%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/outfit-paul-smith.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/outfit-paul-smith.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:24	67402/67402	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-1074a%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/outfit-maison-margiela.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/outfit-maison-margiela.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:24	70894/70894	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-114ee%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/outfit-burberry.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/outfit-burberry.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:24	150214/150214	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-24ac6%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/ressence.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/ressence.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:25	57337/57337	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-dff9%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/gucci-sun.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/gucci-sun.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:25	198703/198703	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-3082f%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/bottega.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/bottega.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:25	182470/182470	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-2c8c6%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/bracelet.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/gallery/bracelet.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:25	43420/43420	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-a99c%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/image_placeholder.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:25	17964/17964	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-462c%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/placeholder.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:26	297648/297648	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-48ab0%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/pedro-lastra.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/pedro-lastra.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:26	318019/318019	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-4da43%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/fabio-mangione.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/fabio-mangione.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:29	194227/194227	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-2f6b3%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/neill-kumar.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/neill-kumar.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:31	307699/307699	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-4b1f3%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/anders-jilden.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/anders-jilden.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:31	205720/205720	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-32398%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/david-marcu.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/david-marcu.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:31	19362/19362	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-4ba2%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/rihanna.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/rihanna.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:31	414199/414199	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e31-651f7%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/rawpixel-com.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/rawpixel-com.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:32	280782/280782	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-448ce%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/mika-matin.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/mika-matin.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:32	333332/333332	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-51614%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/leonard-cotte.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/leonard-cotte.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:32	139949/139949	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-222ad%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/angelo-pantazis.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/angelo-pantazis.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:32	166441/166441	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-28a29%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/pavel-kosov.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/pavel-kosov.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:33	370492/370492	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-5a73c%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/ilya-yakover.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/ilya-yakover.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:33	68124/68124	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-10a1c%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/clem-onojeghuo-3.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/faces/clem-onojeghuo-3.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:33	144634/144634	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e31-234fa%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/rawpixel-coms.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/rawpixel-coms.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:33	40092/40092	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-9c9c%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/balmain-1.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/balmain-1.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:34	59552/59552	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-e8a0%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/balmain-2.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/balmain-2.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:34	42431/42431	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-a5bf%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/balmain-3.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/balmain-3.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:35	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-15283%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/core/jquery.min.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/core/jquery.min.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:36	18994/18994	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-4a32%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/core/popper.min.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:36	498026/498026	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-7996a%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/joshua-stannard.jpg	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/img/sections/joshua-stannard.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:36	60175/60175	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-eb0f%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/core/bootstrap.min.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/core/bootstrap.min.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:36	26264/26264	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-6698%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/bootstrap-switch.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/bootstrap-switch.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:37	24748/24748	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-60ac%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/nouislider.min.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:37	51471/51471	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-c90f%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/moment.min.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/moment.min.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:37	21150/21150	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-529e%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/bootstrap-tagsinput.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/bootstrap-tagsinput.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:37	70820/70820	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-114a4%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/bootstrap-selectpicker.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/bootstrap-selectpicker.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:37	92926/92926	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-16afe%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/bootstrap-datetimepicker.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/bootstrap-datetimepicker.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:38	95593/95593	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-17569%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/presentation-page/main.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/presentation-page/main.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:38	31905/31905	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-7ca1%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/photo_swipe/photoswipe.min.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/photo_swipe/photoswipe.min.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
08:29:38	9879/9879	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee76e31-2697%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/photo_swipe/photoswipe-ui-default.min.js	D:/Websites/PaperUIPro/demos.creative-tim.com/paper-kit-2-pro/assets/js/plugins/photo_swipe/photoswipe-ui-default.min.js	(from https://demos.creative-tim.com/paper-kit-2-pro/)
